Country or Area,Subgroup,Year,Unit,Value
Lao PDR,Female 15+ yr,1997,Percent,53.1
Lao PDR,Female 15+ yr,1996,Percent,53.1
Lao PDR,Female 15+ yr,1995,Percent,53.1
Lao PDR,Female 15+ yr,1994,Percent,53.4
Lao PDR,Female 15+ yr,1993,Percent,53.2
Lao PDR,Female 15+ yr,1992,Percent,53
Lao PDR,Female 15+ yr,1991,Percent,52.8
Lao PDR,Male 15+ yr,2006,Percent,79
Lao PDR,Male 15+ yr,2005,Percent,79.1
Lao PDR,Male 15+ yr,2004,Percent,78.9
Lao PDR,Male 15+ yr,2003,Percent,79
Lao PDR,Male 15+ yr,2002,Percent,78.9
Lao PDR,Male 15+ yr,2001,Percent,78.8
Lao PDR,Male 15+ yr,2000,Percent,78.6
Lao PDR,Male 15+ yr,1999,Percent,78.5
Lao PDR,Male 15+ yr,1998,Percent,78.4
Lao PDR,Male 15+ yr,1997,Percent,78.2
Lao PDR,Male 15+ yr,1996,Percent,78
Lao PDR,Male 15+ yr,1995,Percent,77.8
Lao PDR,Male 15+ yr,1994,Percent,78.5
Lao PDR,Male 15+ yr,1993,Percent,78.4
Lao PDR,Male 15+ yr,1992,Percent,78.3
Lao PDR,Male 15+ yr,1991,Percent,78.1
Latvia,Female 15+ yr,2006,Percent,45.2
Latvia,Female 15+ yr,2005,Percent,45.2
Latvia,Female 15+ yr,2004,Percent,44.2
Latvia,Female 15+ yr,2003,Percent,46.2
Latvia,Female 15+ yr,2002,Percent,45.8
Latvia,Female 15+ yr,2001,Percent,43.7
Latvia,Female 15+ yr,2000,Percent,43.3
Latvia,Female 15+ yr,1999,Percent,43.3
Latvia,Female 15+ yr,1998,Percent,43.3
Latvia,Female 15+ yr,1997,Percent,44.3
Latvia,Female 15+ yr,1996,Percent,40.6
Latvia,Female 15+ yr,1995,Percent,47.1
Latvia,Female 15+ yr,1994,Percent,48.8
Latvia,Female 15+ yr,1993,Percent,51.4
Latvia,Female 15+ yr,1992,Percent,54.2
Latvia,Female 15+ yr,1991,Percent,54.9
Latvia,Male 15+ yr,2006,Percent,58.1
Latvia,Male 15+ yr,2005,Percent,58.2
Latvia,Male 15+ yr,2004,Percent,57.3
Latvia,Male 15+ yr,2003,Percent,59.1
Latvia,Male 15+ yr,2002,Percent,57.9
Latvia,Male 15+ yr,2001,Percent,55.4
Latvia,Male 15+ yr,2000,Percent,54.5
Latvia,Male 15+ yr,1999,Percent,57.4
Latvia,Male 15+ yr,1998,Percent,58.5
Latvia,Male 15+ yr,1997,Percent,57.7
Latvia,Male 15+ yr,1996,Percent,54.6
Latvia,Male 15+ yr,1995,Percent,61.8
Latvia,Male 15+ yr,1994,Percent,62.8
Latvia,Male 15+ yr,1993,Percent,64.8
Latvia,Male 15+ yr,1992,Percent,67.5
Latvia,Male 15+ yr,1991,Percent,68
Lebanon,Female 15+ yr,2006,Percent,30.3
Lebanon,Female 15+ yr,2005,Percent,29.7
Lebanon,Female 15+ yr,2004,Percent,29
Lebanon,Female 15+ yr,2003,Percent,27.7
Lebanon,Female 15+ yr,2002,Percent,27.7
Lebanon,Female 15+ yr,2001,Percent,27.5
Lebanon,Female 15+ yr,2000,Percent,27.7
Lebanon,Female 15+ yr,1999,Percent,27.2
Lebanon,Female 15+ yr,1998,Percent,26.8
Lebanon,Female 15+ yr,1997,Percent,26.4
Lebanon,Female 15+ yr,1996,Percent,26.3
Lebanon,Female 15+ yr,1995,Percent,26.2
Lebanon,Female 15+ yr,1994,Percent,25.7
Lebanon,Female 15+ yr,1993,Percent,25.8
Lebanon,Female 15+ yr,1992,Percent,25.7
Lebanon,Female 15+ yr,1991,Percent,25.3
Lebanon,Male 15+ yr,2006,Percent,73.6
Lebanon,Male 15+ yr,2005,Percent,73.4
Lebanon,Male 15+ yr,2004,Percent,73.3
Lebanon,Male 15+ yr,2003,Percent,73.2
Lebanon,Male 15+ yr,2002,Percent,73.1
Lebanon,Male 15+ yr,2001,Percent,72.9
Lebanon,Male 15+ yr,2000,Percent,72.8
Lebanon,Male 15+ yr,1999,Percent,72.8
Lebanon,Male 15+ yr,1998,Percent,72.7
Lebanon,Male 15+ yr,1997,Percent,72.6
Lebanon,Male 15+ yr,1996,Percent,72.5
Lebanon,Male 15+ yr,1995,Percent,72.3
Lebanon,Male 15+ yr,1994,Percent,72.1
Lebanon,Male 15+ yr,1993,Percent,71.9
Lebanon,Male 15+ yr,1992,Percent,71.7
Lebanon,Male 15+ yr,1991,Percent,71.1
Lesotho,Female 15+ yr,2006,Percent,24.8
Lesotho,Female 15+ yr,2005,Percent,24
Lesotho,Female 15+ yr,2004,Percent,24.2
Lesotho,Female 15+ yr,2003,Percent,24.1
Lesotho,Female 15+ yr,2002,Percent,24.3
Lesotho,Female 15+ yr,2001,Percent,24.1
Lesotho,Female 15+ yr,2000,Percent,23.4
Lesotho,Female 15+ yr,1999,Percent,22.8
Lesotho,Female 15+ yr,1998,Percent,20.4
Lesotho,Female 15+ yr,1997,Percent,26.6
Lesotho,Female 15+ yr,1996,Percent,43.5
Lesotho,Female 15+ yr,1995,Percent,42.3
Lesotho,Female 15+ yr,1994,Percent,41.4
Lesotho,Female 15+ yr,1993,Percent,41.8
Lesotho,Female 15+ yr,1992,Percent,42.1
Lesotho,Female 15+ yr,1991,Percent,42.2
Lesotho,Male 15+ yr,2006,Percent,52.2
Lesotho,Male 15+ yr,2005,Percent,50.7
Lesotho,Male 15+ yr,2004,Percent,51.1
Lesotho,Male 15+ yr,2003,Percent,50.7
Lesotho,Male 15+ yr,2002,Percent,51.2
Lesotho,Male 15+ yr,2001,Percent,50.7
Lesotho,Male 15+ yr,2000,Percent,49.6
Lesotho,Male 15+ yr,1999,Percent,48.2
Lesotho,Male 15+ yr,1998,Percent,44
Lesotho,Male 15+ yr,1997,Percent,53.3
Lesotho,Male 15+ yr,1996,Percent,70.9
Lesotho,Male 15+ yr,1995,Percent,70
Lesotho,Male 15+ yr,1994,Percent,69.1
Lesotho,Male 15+ yr,1993,Percent,69.8
Lesotho,Male 15+ yr,1992,Percent,70.1
Lesotho,Male 15+ yr,1991,Percent,70.4
Liberia,Female 15+ yr,2006,Percent,49.6
Liberia,Female 15+ yr,2005,Percent,49.6
Liberia,Female 15+ yr,2004,Percent,49.5
Liberia,Female 15+ yr,2003,Percent,49.6
Liberia,Female 15+ yr,2002,Percent,49.5
Liberia,Female 15+ yr,2001,Percent,49.6
Liberia,Female 15+ yr,2000,Percent,49.5
Liberia,Female 15+ yr,1999,Percent,49.6
Liberia,Female 15+ yr,1998,Percent,49.5
Liberia,Female 15+ yr,1997,Percent,49.6
Liberia,Female 15+ yr,1996,Percent,49.7
Liberia,Female 15+ yr,1995,Percent,49.7
Liberia,Female 15+ yr,1994,Percent,49.7
Liberia,Female 15+ yr,1993,Percent,49.7
Liberia,Female 15+ yr,1992,Percent,49.5
Liberia,Female 15+ yr,1991,Percent,49.6
Liberia,Male 15+ yr,2006,Percent,75.8
Liberia,Male 15+ yr,2005,Percent,75.9
Liberia,Male 15+ yr,2004,Percent,76
Liberia,Male 15+ yr,2003,Percent,76.3
Liberia,Male 15+ yr,2002,Percent,76.5
Liberia,Male 15+ yr,2001,Percent,76.5
Liberia,Male 15+ yr,2000,Percent,76.5
Liberia,Male 15+ yr,1999,Percent,76.7
Liberia,Male 15+ yr,1998,Percent,76.7
Liberia,Male 15+ yr,1997,Percent,76.7
Liberia,Male 15+ yr,1996,Percent,77
Liberia,Male 15+ yr,1995,Percent,77.2
Liberia,Male 15+ yr,1994,Percent,77.3
Liberia,Male 15+ yr,1993,Percent,77.3
Liberia,Male 15+ yr,1992,Percent,77.1
Liberia,Male 15+ yr,1991,Percent,77
Libya,Female 15+ yr,2006,Percent,31
Libya,Female 15+ yr,2005,Percent,29.6
Libya,Female 15+ yr,2004,Percent,28.2
Libya,Female 15+ yr,2003,Percent,25.7
Libya,Female 15+ yr,2002,Percent,25.3
Libya,Female 15+ yr,2001,Percent,24.6
Libya,Female 15+ yr,2000,Percent,24.1
Libya,Female 15+ yr,1999,Percent,23.2
Libya,Female 15+ yr,1998,Percent,22.4
Libya,Female 15+ yr,1997,Percent,21.6
Libya,Female 15+ yr,1996,Percent,20.8
Libya,Female 15+ yr,1995,Percent,20
Libya,Female 15+ yr,1994,Percent,19.2
Libya,Female 15+ yr,1993,Percent,18.5
Libya,Female 15+ yr,1992,Percent,17.7
Libya,Female 15+ yr,1991,Percent,17.1
Libya,Male 15+ yr,2006,Percent,75.3
Libya,Male 15+ yr,2005,Percent,74.9
Libya,Male 15+ yr,2004,Percent,74.4
Libya,Male 15+ yr,2003,Percent,73.9
Libya,Male 15+ yr,2002,Percent,73.5
Libya,Male 15+ yr,2001,Percent,73
Libya,Male 15+ yr,2000,Percent,72.6
Libya,Male 15+ yr,1999,Percent,72.5
Libya,Male 15+ yr,1998,Percent,72.4
Libya,Male 15+ yr,1997,Percent,72.4
Libya,Male 15+ yr,1996,Percent,72.5
Libya,Male 15+ yr,1995,Percent,72.7
Libya,Male 15+ yr,1994,Percent,72.7
Libya,Male 15+ yr,1993,Percent,72.6
Libya,Male 15+ yr,1992,Percent,72.7
Libya,Male 15+ yr,1991,Percent,72.5
Lithuania,Female 15+ yr,2006,Percent,47.6
Lithuania,Female 15+ yr,2005,Percent,47.7
Lithuania,Female 15+ yr,2004,Percent,46
Lithuania,Female 15+ yr,2003,Percent,46.5
Lithuania,Female 15+ yr,2002,Percent,45.7
Lithuania,Female 15+ yr,2001,Percent,44.8
Lithuania,Female 15+ yr,2000,Percent,45.1
Lithuania,Female 15+ yr,1999,Percent,46.6
Lithuania,Female 15+ yr,1998,Percent,49
Lithuania,Female 15+ yr,1997,Percent,46.4
Lithuania,Female 15+ yr,1996,Percent,46.5
Lithuania,Female 15+ yr,1995,Percent,46.4
Lithuania,Female 15+ yr,1994,Percent,46.9
Lithuania,Female 15+ yr,1993,Percent,47.6
Lithuania,Female 15+ yr,1992,Percent,48.5
Lithuania,Female 15+ yr,1991,Percent,49.3
Lithuania,Male 15+ yr,2006,Percent,58.2
Lithuania,Male 15+ yr,2005,Percent,58.5
Lithuania,Male 15+ yr,2004,Percent,57
Lithuania,Male 15+ yr,2003,Percent,56.3
Lithuania,Male 15+ yr,2002,Percent,55.1
Lithuania,Male 15+ yr,2001,Percent,55
Lithuania,Male 15+ yr,2000,Percent,55.8
Lithuania,Male 15+ yr,1999,Percent,58.2
Lithuania,Male 15+ yr,1998,Percent,60.3
Lithuania,Male 15+ yr,1997,Percent,60.2
Lithuania,Male 15+ yr,1996,Percent,59.6
Lithuania,Male 15+ yr,1995,Percent,59.3
Lithuania,Male 15+ yr,1994,Percent,59.6
Lithuania,Male 15+ yr,1993,Percent,60.3
Lithuania,Male 15+ yr,1992,Percent,61
Lithuania,Male 15+ yr,1991,Percent,61.8
Luxembourg,Female 15+ yr,2006,Percent,42.1
Luxembourg,Female 15+ yr,2005,Percent,41.6
Luxembourg,Female 15+ yr,2004,Percent,40.4
Luxembourg,Female 15+ yr,2003,Percent,41.4
Luxembourg,Female 15+ yr,2002,Percent,40.8
Luxembourg,Female 15+ yr,2001,Percent,40.1
Luxembourg,Female 15+ yr,2000,Percent,39.8
Luxembourg,Female 15+ yr,1999,Percent,38.1
Luxembourg,Female 15+ yr,1998,Percent,35.9
Luxembourg,Female 15+ yr,1997,Percent,35.9
Luxembourg,Female 15+ yr,1996,Percent,34.6
Luxembourg,Female 15+ yr,1995,Percent,33.7
Luxembourg,Female 15+ yr,1994,Percent,36
Luxembourg,Female 15+ yr,1993,Percent,35.8
Luxembourg,Female 15+ yr,1992,Percent,37.1
Luxembourg,Female 15+ yr,1991,Percent,35.1
Luxembourg,Male 15+ yr,2006,Percent,61.3
Luxembourg,Male 15+ yr,2005,Percent,61.6
Luxembourg,Male 15+ yr,2004,Percent,61.8
Luxembourg,Male 15+ yr,2003,Percent,62
Luxembourg,Male 15+ yr,2002,Percent,64.8
Luxembourg,Male 15+ yr,2001,Percent,64.1
Luxembourg,Male 15+ yr,2000,Percent,64.7
Luxembourg,Male 15+ yr,1999,Percent,63.8
Luxembourg,Male 15+ yr,1998,Percent,64.1
Luxembourg,Male 15+ yr,1997,Percent,64.1
Luxembourg,Male 15+ yr,1996,Percent,64.3
Luxembourg,Male 15+ yr,1995,Percent,64.6
Luxembourg,Male 15+ yr,1994,Percent,65.2
Luxembourg,Male 15+ yr,1993,Percent,66.9
Luxembourg,Male 15+ yr,1992,Percent,67.1
Luxembourg,Male 15+ yr,1991,Percent,68.1
Macau SAR,Female 15+ yr,2006,Percent,59.5
Macau SAR,Female 15+ yr,2005,Percent,58.3
Macau SAR,Female 15+ yr,2004,Percent,57.1
Macau SAR,Female 15+ yr,2003,Percent,51.9
Macau SAR,Female 15+ yr,2002,Percent,53.9
Macau SAR,Female 15+ yr,2001,Percent,54.5
Macau SAR,Female 15+ yr,2000,Percent,52.8
Macau SAR,Female 15+ yr,1999,Percent,52.7
Macau SAR,Female 15+ yr,1998,Percent,53.2
Macau SAR,Female 15+ yr,1997,Percent,53.8
Macau SAR,Female 15+ yr,1996,Percent,53.9
Macau SAR,Female 15+ yr,1995,Percent,47.1
Macau SAR,Female 15+ yr,1994,Percent,46.4
Macau SAR,Female 15+ yr,1993,Percent,46
Macau SAR,Female 15+ yr,1992,Percent,45.4
Macau SAR,Female 15+ yr,1991,Percent,44
Macau SAR,Male 15+ yr,2006,Percent,72
Macau SAR,Male 15+ yr,2005,Percent,72
Macau SAR,Male 15+ yr,2004,Percent,71.3
Macau SAR,Male 15+ yr,2003,Percent,66.8
Macau SAR,Male 15+ yr,2002,Percent,67.1
Macau SAR,Male 15+ yr,2001,Percent,70.3
Macau SAR,Male 15+ yr,2000,Percent,69.1
Macau SAR,Male 15+ yr,1999,Percent,71
Macau SAR,Male 15+ yr,1998,Percent,74.5
Macau SAR,Male 15+ yr,1997,Percent,76.9
Macau SAR,Male 15+ yr,1996,Percent,77.2
Macau SAR,Male 15+ yr,1995,Percent,69.9
Macau SAR,Male 15+ yr,1994,Percent,68.7
Macau SAR,Male 15+ yr,1993,Percent,69.7
Macau SAR,Male 15+ yr,1992,Percent,70.5
Macau SAR,Male 15+ yr,1991,Percent,70.3
Macedonia,Female 15+ yr,2006,Percent,25.3
Macedonia,Female 15+ yr,2005,Percent,25.2
Macedonia,Female 15+ yr,2004,Percent,25.5
Macedonia,Female 15+ yr,2003,Percent,27.1
Macedonia,Female 15+ yr,2002,Percent,28.2
Macedonia,Female 15+ yr,2001,Percent,28.1
Macedonia,Female 15+ yr,2000,Percent,26.7
Macedonia,Female 15+ yr,1999,Percent,27
Macedonia,Female 15+ yr,1998,Percent,25.5
Macedonia,Female 15+ yr,1997,Percent,26.3
Macedonia,Female 15+ yr,1996,Percent,26.2
Macedonia,Female 15+ yr,1995,Percent,28.4
Macedonia,Female 15+ yr,1994,Percent,28.9
Macedonia,Female 15+ yr,1993,Percent,29.7
Macedonia,Female 15+ yr,1992,Percent,30.3
Macedonia,Female 15+ yr,1991,Percent,31
Macedonia,Male 15+ yr,2006,Percent,40.8
Macedonia,Male 15+ yr,2005,Percent,41.1
Macedonia,Male 15+ yr,2004,Percent,41.1
Macedonia,Male 15+ yr,2003,Percent,40.9
Macedonia,Male 15+ yr,2002,Percent,44.5
Macedonia,Male 15+ yr,2001,Percent,46
Macedonia,Male 15+ yr,2000,Percent,45.5
Macedonia,Male 15+ yr,1999,Percent,44.8
Macedonia,Male 15+ yr,1998,Percent,44.6
Macedonia,Male 15+ yr,1997,Percent,42.8
Macedonia,Male 15+ yr,1996,Percent,44.7
Macedonia,Male 15+ yr,1995,Percent,45.9
Macedonia,Male 15+ yr,1994,Percent,46.7
Macedonia,Male 15+ yr,1993,Percent,47.1
Macedonia,Male 15+ yr,1992,Percent,48.4
Macedonia,Male 15+ yr,1991,Percent,49.9
Madagascar,Female 15+ yr,2006,Percent,73.9
Madagascar,Female 15+ yr,2005,Percent,73.9
Madagascar,Female 15+ yr,2004,Percent,73.9
Madagascar,Female 15+ yr,2003,Percent,73.8
Madagascar,Female 15+ yr,2002,Percent,73.2
Madagascar,Female 15+ yr,2001,Percent,73.6
Madagascar,Female 15+ yr,2000,Percent,73.8
Madagascar,Female 15+ yr,1999,Percent,73.8
Madagascar,Female 15+ yr,1998,Percent,73.8
Madagascar,Female 15+ yr,1997,Percent,73.8
Madagascar,Female 15+ yr,1996,Percent,73.8
Madagascar,Female 15+ yr,1995,Percent,73.7
Madagascar,Female 15+ yr,1994,Percent,73.6
Madagascar,Female 15+ yr,1993,Percent,73.7
Madagascar,Female 15+ yr,1992,Percent,73.7
Madagascar,Female 15+ yr,1991,Percent,73.3
Madagascar,Male 15+ yr,2006,Percent,82.7
Madagascar,Male 15+ yr,2005,Percent,82.7
Madagascar,Male 15+ yr,2004,Percent,82.6
Madagascar,Male 15+ yr,2003,Percent,82.5
Madagascar,Male 15+ yr,2002,Percent,82.6
Madagascar,Male 15+ yr,2001,Percent,81.4
Madagascar,Male 15+ yr,2000,Percent,81.6
Madagascar,Male 15+ yr,1999,Percent,81.9
Madagascar,Male 15+ yr,1998,Percent,81.9
Madagascar,Male 15+ yr,1997,Percent,81.9
Madagascar,Male 15+ yr,1996,Percent,81.7
Madagascar,Male 15+ yr,1995,Percent,81.5
Madagascar,Male 15+ yr,1994,Percent,81.3
Madagascar,Male 15+ yr,1993,Percent,81.1
Madagascar,Male 15+ yr,1992,Percent,81
Madagascar,Male 15+ yr,1991,Percent,80.4
Malawi,Female 15+ yr,2006,Percent,78.1
Malawi,Female 15+ yr,2005,Percent,77.5
Malawi,Female 15+ yr,2004,Percent,77.5
Malawi,Female 15+ yr,2003,Percent,77.3
Malawi,Female 15+ yr,2002,Percent,77.1
Malawi,Female 15+ yr,2001,Percent,76.5
Malawi,Female 15+ yr,2000,Percent,76.6
Malawi,Female 15+ yr,1999,Percent,76.5
Malawi,Female 15+ yr,1998,Percent,76.1
Malawi,Female 15+ yr,1997,Percent,76.2
Malawi,Female 15+ yr,1996,Percent,76.2
Malawi,Female 15+ yr,1995,Percent,76.3
Malawi,Female 15+ yr,1994,Percent,75.5
Malawi,Female 15+ yr,1993,Percent,77
Malawi,Female 15+ yr,1992,Percent,76.4
Malawi,Female 15+ yr,1991,Percent,77.7
Malawi,Male 15+ yr,2006,Percent,80.9
Malawi,Male 15+ yr,2005,Percent,80.6
Malawi,Male 15+ yr,2004,Percent,80.9
Malawi,Male 15+ yr,2003,Percent,81.1
Malawi,Male 15+ yr,2002,Percent,81.2
Malawi,Male 15+ yr,2001,Percent,80.7
Malawi,Male 15+ yr,2000,Percent,80.5
Malawi,Male 15+ yr,1999,Percent,80.5
Malawi,Male 15+ yr,1998,Percent,80.4
Malawi,Male 15+ yr,1997,Percent,80.9
Malawi,Male 15+ yr,1996,Percent,81.1
Malawi,Male 15+ yr,1995,Percent,81.5
Malawi,Male 15+ yr,1994,Percent,81.2
Malawi,Male 15+ yr,1993,Percent,82
Malawi,Male 15+ yr,1992,Percent,81.7
Malawi,Male 15+ yr,1991,Percent,82.3
Malaysia,Female 15+ yr,2006,Percent,45.2
Malaysia,Female 15+ yr,2005,Percent,44.8
Malaysia,Female 15+ yr,2004,Percent,44.4
Malaysia,Female 15+ yr,2003,Percent,43.6
Malaysia,Female 15+ yr,2002,Percent,43.8
Malaysia,Female 15+ yr,2001,Percent,43.9
Malaysia,Female 15+ yr,2000,Percent,44.1
Malaysia,Female 15+ yr,1999,Percent,42.2
Malaysia,Female 15+ yr,1998,Percent,41.9
Malaysia,Female 15+ yr,1997,Percent,42.4
Malaysia,Female 15+ yr,1996,Percent,42.5
Malaysia,Female 15+ yr,1995,Percent,42.4
Malaysia,Female 15+ yr,1994,Percent,42.5
Malaysia,Female 15+ yr,1993,Percent,42.6
Malaysia,Female 15+ yr,1992,Percent,42.3
Malaysia,Female 15+ yr,1991,Percent,42.6
Malaysia,Male 15+ yr,2006,Percent,78.4
Malaysia,Male 15+ yr,2005,Percent,78.6
Malaysia,Male 15+ yr,2004,Percent,78.7
Malaysia,Male 15+ yr,2003,Percent,78.6
Malaysia,Male 15+ yr,2002,Percent,78.9
Malaysia,Male 15+ yr,2001,Percent,79
Malaysia,Male 15+ yr,2000,Percent,79.2
Malaysia,Male 15+ yr,1999,Percent,78.6
Malaysia,Male 15+ yr,1998,Percent,79.4
Malaysia,Male 15+ yr,1997,Percent,79.9
Malaysia,Male 15+ yr,1996,Percent,79.9
Malaysia,Male 15+ yr,1995,Percent,79.4
Malaysia,Male 15+ yr,1994,Percent,79.4
Malaysia,Male 15+ yr,1993,Percent,79.4
Malaysia,Male 15+ yr,1992,Percent,78.7
Malaysia,Male 15+ yr,1991,Percent,78.9
Maldives,Female 15+ yr,2006,Percent,48.6
Maldives,Female 15+ yr,2005,Percent,46.3
Maldives,Female 15+ yr,2004,Percent,44.8
Maldives,Female 15+ yr,2003,Percent,39.2
Maldives,Female 15+ yr,2002,Percent,38.2
Maldives,Female 15+ yr,2001,Percent,37.2
Maldives,Female 15+ yr,2000,Percent,36.4
Maldives,Female 15+ yr,1999,Percent,34.9
Maldives,Female 15+ yr,1998,Percent,33
Maldives,Female 15+ yr,1997,Percent,31.1
Maldives,Female 15+ yr,1996,Percent,29.3
Maldives,Female 15+ yr,1995,Percent,27.6
Maldives,Female 15+ yr,1994,Percent,25.8
Maldives,Female 15+ yr,1993,Percent,24
Maldives,Female 15+ yr,1992,Percent,22.6
Maldives,Female 15+ yr,1991,Percent,21.1
Maldives,Male 15+ yr,2006,Percent,70.6
Maldives,Male 15+ yr,2005,Percent,70.4
Maldives,Male 15+ yr,2004,Percent,70.5
Maldives,Male 15+ yr,2003,Percent,69.1
Maldives,Male 15+ yr,2002,Percent,69.8
Maldives,Male 15+ yr,2001,Percent,70.4
Maldives,Male 15+ yr,2000,Percent,71.2
Maldives,Male 15+ yr,1999,Percent,72.2
Maldives,Male 15+ yr,1998,Percent,72.6
Maldives,Male 15+ yr,1997,Percent,73
Maldives,Male 15+ yr,1996,Percent,73.4
Maldives,Male 15+ yr,1995,Percent,73.7
Maldives,Male 15+ yr,1994,Percent,74.2
Maldives,Male 15+ yr,1993,Percent,74.6
Maldives,Male 15+ yr,1992,Percent,75.5
Maldives,Male 15+ yr,1991,Percent,76.3
Mali,Female 15+ yr,2006,Percent,64.8
Mali,Female 15+ yr,2005,Percent,64.7
Mali,Female 15+ yr,2004,Percent,64.5
Mali,Female 15+ yr,2003,Percent,65.8
Mali,Female 15+ yr,2002,Percent,67.4
Mali,Female 15+ yr,2001,Percent,66.8
Mali,Female 15+ yr,2000,Percent,66.4
Mali,Female 15+ yr,1999,Percent,65.5
Mali,Female 15+ yr,1998,Percent,67.7
Mali,Female 15+ yr,1997,Percent,69.4
Mali,Female 15+ yr,1996,Percent,68
Mali,Female 15+ yr,1995,Percent,67.2
Mali,Female 15+ yr,1994,Percent,66.2
Mali,Female 15+ yr,1993,Percent,66.7
Mali,Female 15+ yr,1992,Percent,66.2
Mali,Female 15+ yr,1991,Percent,66.8
Mali,Male 15+ yr,2006,Percent,76.2
Mali,Male 15+ yr,2005,Percent,77.1
Mali,Male 15+ yr,2004,Percent,77.8
Mali,Male 15+ yr,2003,Percent,80.8
Mali,Male 15+ yr,2002,Percent,82.2
Mali,Male 15+ yr,2001,Percent,81.8
Mali,Male 15+ yr,2000,Percent,82.6
Mali,Male 15+ yr,1999,Percent,81.8
Mali,Male 15+ yr,1998,Percent,84.2
Mali,Male 15+ yr,1997,Percent,85.9
Mali,Male 15+ yr,1996,Percent,85.1
Mali,Male 15+ yr,1995,Percent,84.4
Mali,Male 15+ yr,1994,Percent,83.9
Mali,Male 15+ yr,1993,Percent,84.4
Mali,Male 15+ yr,1992,Percent,83.6
Mali,Male 15+ yr,1991,Percent,84.6
Malta,Female 15+ yr,2006,Percent,32.3
Malta,Female 15+ yr,2005,Percent,31
Malta,Female 15+ yr,2004,Percent,29.3
Malta,Female 15+ yr,2003,Percent,26.8
Malta,Female 15+ yr,2002,Percent,28.6
Malta,Female 15+ yr,2001,Percent,26.2
Malta,Female 15+ yr,2000,Percent,25.2
Malta,Female 15+ yr,1999,Percent,24.5
Malta,Female 15+ yr,1998,Percent,23.9
Malta,Female 15+ yr,1997,Percent,23.2
Malta,Female 15+ yr,1996,Percent,22.6
Malta,Female 15+ yr,1995,Percent,22.1
Malta,Female 15+ yr,1994,Percent,21.3
Malta,Female 15+ yr,1993,Percent,20.7
Malta,Female 15+ yr,1992,Percent,20.2
Malta,Female 15+ yr,1991,Percent,19.7
Malta,Male 15+ yr,2006,Percent,64.5
Malta,Male 15+ yr,2005,Percent,64.9
Malta,Male 15+ yr,2004,Percent,66
Malta,Male 15+ yr,2003,Percent,64
Malta,Male 15+ yr,2002,Percent,65.5
Malta,Male 15+ yr,2001,Percent,66.4
Malta,Male 15+ yr,2000,Percent,66.8
Malta,Male 15+ yr,1999,Percent,67.3
Malta,Male 15+ yr,1998,Percent,67.4
Malta,Male 15+ yr,1997,Percent,67.6
Malta,Male 15+ yr,1996,Percent,67.5
Malta,Male 15+ yr,1995,Percent,67.7
Malta,Male 15+ yr,1994,Percent,66.8
Malta,Male 15+ yr,1993,Percent,67.2
Malta,Male 15+ yr,1992,Percent,67.9
Malta,Male 15+ yr,1991,Percent,68.2
Martinique,Female 15+ yr,2006,Percent,41.8
Martinique,Female 15+ yr,2005,Percent,41.5
Martinique,Female 15+ yr,2004,Percent,41.2
Martinique,Female 15+ yr,2003,Percent,41.1
Martinique,Female 15+ yr,2002,Percent,41.4
Martinique,Female 15+ yr,2001,Percent,40.1
Martinique,Female 15+ yr,2000,Percent,39.4
Martinique,Female 15+ yr,1999,Percent,38.4
Martinique,Female 15+ yr,1998,Percent,37.6
Martinique,Female 15+ yr,1997,Percent,37.8
Martinique,Female 15+ yr,1996,Percent,38.8
Martinique,Female 15+ yr,1995,Percent,39.4
Martinique,Female 15+ yr,1994,Percent,41
Martinique,Female 15+ yr,1993,Percent,41.3
Martinique,Female 15+ yr,1992,Percent,39.7
Martinique,Female 15+ yr,1991,Percent,40
Martinique,Male 15+ yr,2006,Percent,53.1
Martinique,Male 15+ yr,2005,Percent,52.9
Martinique,Male 15+ yr,2004,Percent,52.7
Martinique,Male 15+ yr,2003,Percent,53
Martinique,Male 15+ yr,2002,Percent,53.2
Martinique,Male 15+ yr,2001,Percent,52
Martinique,Male 15+ yr,2000,Percent,51.3
Martinique,Male 15+ yr,1999,Percent,50.7
Martinique,Male 15+ yr,1998,Percent,50.4
Martinique,Male 15+ yr,1997,Percent,51.2
Martinique,Male 15+ yr,1996,Percent,52.5
Martinique,Male 15+ yr,1995,Percent,53.3
Martinique,Male 15+ yr,1994,Percent,54.9
Martinique,Male 15+ yr,1993,Percent,55.2
Martinique,Male 15+ yr,1992,Percent,53.4
Martinique,Male 15+ yr,1991,Percent,53.6
Mauritania,Female 15+ yr,2006,Percent,50.2
Mauritania,Female 15+ yr,2005,Percent,50
Mauritania,Female 15+ yr,2004,Percent,50
Mauritania,Female 15+ yr,2003,Percent,50
Mauritania,Female 15+ yr,2002,Percent,50
Mauritania,Female 15+ yr,2001,Percent,49.9
Mauritania,Female 15+ yr,2000,Percent,49.9
Mauritania,Female 15+ yr,1999,Percent,50.1
Mauritania,Female 15+ yr,1998,Percent,50
Mauritania,Female 15+ yr,1997,Percent,49.8
Mauritania,Female 15+ yr,1996,Percent,50.3
Mauritania,Female 15+ yr,1995,Percent,50.5
Mauritania,Female 15+ yr,1994,Percent,50.1
Mauritania,Female 15+ yr,1993,Percent,50.5
Mauritania,Female 15+ yr,1992,Percent,50.5
Mauritania,Female 15+ yr,1991,Percent,50.6
